id,code,name,category,brand,unit,region,market_price_fcfa,official_price_fcfa,price_date,price_type,official_status,source,source_url,catalog_status,verification_note
107,JP-00107,Huile de palme raffinée,Huiles & matières grasses,Jadida,1L,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
108,JP-00108,Huile de palme raffinée,Huiles & matières grasses,Niani,5L,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
109,JP-00109,Huile de palme raffinée,Huiles & matières grasses,Jadida,5L,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
110,JP-00110,Huile de palme raffinée,Huiles & matières grasses,Sans marque,20L,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
111,JP-00111,Huile d’arachide,Huiles & matières grasses,Seni,1L,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
112,JP-00112,Huile d’arachide,Huiles & matières grasses,Seni,5L,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
113,JP-00113,Huile de tournesol,Huiles & matières grasses,Brinto,1L,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
114,JP-00114,Huile de tournesol,Huiles & matières grasses,Brinto,5L,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
115,JP-00115,Huile de soja,Huiles & matières grasses,Sans marque,1L,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
116,JP-00116,Margarine,Huiles & matières grasses,Sans marque,250g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
117,JP-00117,Margarine,Huiles & matières grasses,Sans marque,500g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
118,JP-00118,Beurre,Huiles & matières grasses,Sans marque,200g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
119,JP-00119,Lait en poudre,Lait & produits laitiers,Diamo,400g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
120,JP-00120,Lait en poudre,Lait & produits laitiers,Diamo,500g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
121,JP-00121,Lait en poudre,Lait & produits laitiers,Diamo,1kg,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
122,JP-00122,Lait concentré non sucré,Lait & produits laitiers,Bonnet Rouge,160g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
123,JP-00123,Lait concentré sucré,Lait & produits laitiers,Nestlé,397g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
124,JP-00124,Lait UHT,Lait & produits laitiers,Joya,1L,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
125,JP-00125,Lait UHT demi-écrémé,Lait & produits laitiers,Joya,1L,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
126,JP-00126,Yaourt nature,Lait & produits laitiers,,125g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
127,JP-00127,Yaourt aromatisé,Lait & produits laitiers,,125g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
128,JP-00128,Fromage fondu,Lait & produits laitiers,La Vache Qui Rit,112g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
129,JP-00129,Fromage fondu,Lait & produits laitiers,La Vache Qui Rit,200g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
130,JP-00130,Crème dessert,Lait & produits laitiers,,4x125g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
131,JP-00131,Sardines à l’huile,Conserves & protéines,Bon Appetit,125g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
132,JP-00132,Sardines à la tomate,Conserves & protéines,Bon Appetit,125g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
133,JP-00133,Thon à l’huile,Conserves & protéines,Sans marque,160g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
134,JP-00134,Thon naturel,Conserves & protéines,Sans marque,160g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
135,JP-00135,Tomates concassées,Conserves & protéines,Avril,400g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
136,JP-00136,Concentré de tomate,Conserves & protéines,Sans marque,800g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
137,JP-00137,Petits pois,Conserves & protéines,Avril,400g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
138,JP-00138,Petits pois carottes,Conserves & protéines,Avril,800g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
139,JP-00139,Haricots blancs,Conserves & protéines,Sans marque,800g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
140,JP-00140,Haricots rouges,Conserves & protéines,Sans marque,800g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
141,JP-00141,Pois chiches,Conserves & protéines,Sans marque,800g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
142,JP-00142,Maïs doux,Conserves & protéines,Sans marque,340g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
143,JP-00143,Champignons,Conserves & protéines,Sans marque,400g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
144,JP-00144,Cornichons,Conserves & protéines,Sans marque,370g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
145,JP-00145,Olives vertes,Conserves & protéines,Sans marque,340g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
146,JP-00146,Biscuits fourrés chocolat,"Biscuits, snacks & petit-déjeuner",mosaic,100g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
147,JP-00147,Biscuits fourrés chocolat,"Biscuits, snacks & petit-déjeuner",Oreo,100g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
148,JP-00148,Biscuits petit beurre,"Biscuits, snacks & petit-déjeuner",Bingo,200g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
149,JP-00149,Biscuits digestifs,"Biscuits, snacks & petit-déjeuner",Oreo,250g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
150,JP-00150,Gaufrettes,"Biscuits, snacks & petit-déjeuner",,100g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
151,JP-00151,Chips pomme de terre,"Biscuits, snacks & petit-déjeuner",,100g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
152,JP-00152,Chips banane plantain,"Biscuits, snacks & petit-déjeuner",,100g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
153,JP-00153,Céréales petit-déjeuner,"Biscuits, snacks & petit-déjeuner",,500g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
154,JP-00154,Corn flakes,"Biscuits, snacks & petit-déjeuner",,500g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
155,JP-00155,Muesli,"Biscuits, snacks & petit-déjeuner",,500g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
156,JP-00156,Barres céréalières,"Biscuits, snacks & petit-déjeuner",,x6,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
157,JP-00157,Chocolat en tablette,"Biscuits, snacks & petit-déjeuner",,100g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
158,JP-00158,Pâte à tartiner,"Biscuits, snacks & petit-déjeuner",,350g,Sénégal,,,,not_verified,non_déterminé,Catalogue de référencement — prix à relever/vérifier,,catalog_candidate,Produit/famille à confirmer dans le catalogue fournisseur ou point de vente avant publication du prix.
